ache,"n.疼痛;vi.觉得疼痛,渴望",0.819425137,,,
achievement,"n.成就,功绩",0.666916739,,,
acid,"n.[化]酸,<俚>迷幻药;adj.酸的,讽刺的,刻薄的",0.479493886,,,
acknowledge,"vt.承认,答谢,报偿",0.628031789,,,
acquaint,"vt.使熟知,通知",0.171958448,,,
acquaintance,"n.相识,熟人",0.039429272,,,
acquire,"vt.获得,学到",0.946037318,,,
acquisition,"n.获得,获得物",0.174901246,,,
acre,"n.英亩,地产,大片田地",0.841138638,,,
action,"n.动作,作用,战斗,行动,情节,(最能产生效果,最有趣,最有刺激性的活动);vt.对...起诉",0.407884564,,,
activate,"vt.刺激,使活动;vi.有活力",0.497856773,,,
active,"adj.积极的,能起作用的,现行的,[语法]主动的,活动的,活跃的;n.[语法]主动语态,积极分子",0.729177149,,,
activity,"n.活跃,活动性,行动,行为,[核]放射性",0.702333386,,,
acute,"adj.敏锐的,[医]急性的,剧烈",0.44288296,,,
adapt,"vt.使适应,改编",0.432287311,,,
addict,"vt.使沉溺,使上瘾;n.入迷的人,有瘾的人",0.292175255,,,
addition,"n.加,加起来,增加物,增加,加法",0.405594675,,,
additional,"adj.另外的,附加的,额外的",0.320664162,,,
adequate,"adj.适当的,足够的",0.239049832,,,
adhere,"vi.粘附,胶着,坚持;v.坚持",0.441301389,,,
adjacent,"adj.邻近的,接近的",0.352627856,,,
adjoin,"v.邻接,毗连",0.392790343,,,
adjust,"vt.调整,调节,校准,使适合",0.074574034,,,
administration,"n.管理,经营,行政部门",0.513923257,,,
admire,"v.赞美,钦佩,羡慕",0.203771281,,,
admission,"n.允许进入,承认某事之陈述,供认",0.947566818,,,
admit,"v.容许,承认,接纳",0.939083,,,
adolescent,"adj.青春期的,青春的;n.青少年",0.105763648,,,
adopt,"vt.采用,收养",0.478682229,,,
adore,"v.崇拜,爱慕,(口语)喜爱",0.154043796,,,
adult,"n.成人,成年人;adj.成人的,成熟的",0.474637537,,,
advanced,"adj.高级的,年老的,先进的",0.022021984,,,
advantage,"n.优势,有利条件,利益",0.696509789,,,
adventure,"n.冒险,冒险的经历;v.冒险",0.989336421,,,
adverse,"adj.不利的,敌对的,相反的",0.453246281,,,
advertise,"v.做广告,登广告",0.854593473,,,
advertisement,"n.广告,做广告",0.525763341,,,
advisable,"adj.可取的,明智的",0.659826663,,,
advocate,"n.提倡者,鼓吹者;vt.提倡,鼓吹",0.410354106,,,
aerial,"adj.航空的,生活在空气中的,空气的,高耸的;n.天线",0.157526713,,,
aeroplane,n.飞机,0.414866349,,,
aesthetic,"adj.美学的,审美的,有审美感的",0.326831108,,,
affect,"vt.影响,感动,侵袭,假装",0.301522772,,,
affection,"n.友爱,爱情,影响,疾病,倾向",0.370709549,,,
affiliate,"v.(使...)加入,接受为会员",0.490409705,,,
affirm,"v.断言,确认,肯定",0.436595019,,,
afflict,"vt.使痛苦,折磨",0.353701383,,,
afford,"vt.提供,给予,供应得起",0.666592239,,,
afterward,"adv.然后,后来",0.16545423,,,
agency,"n.代理处,行销处,代理,中介",0.307307366,,,
agenda,n.议程,0.800202098,,,
agent,n.代理(商),0.866256568,,,
aggravate,"vt.使恶化,加重",0.872430949,,,
aggregate,"n.合计,总计,集合体;adj.合计的,集合的,聚合的;v.聚集,集合,合计",0.109189994,,,
aggressive,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的",0.772465081,,,
agony,"n.苦恼,极大的痛苦",0.405177391,,,
agreeable,"adj.使人愉快的,惬意的,适合的",0.692126413,,,
agriculture,"n.农业,农艺,农学",0.862737616,,,
aid,"n.帮助,援助,帮助者,有帮助的事物;vt.资助,援助,帮助",0.834804672,,,
air-conditioning,"n.空调，空调系统,空调机",0.111752862,,,
aircraft,n.航行器,0.786179333,,,
airline,n.定期航线,0.684641706,,,
airplane,n.飞机,0.536659628,,,
airport,"n.<主美>小型民用机场,私人飞机降落场",0.186696093,,,
aisle,"n.走廊,过道",0.817159281,,,
alarm,"n.警报,惊慌,警告器;vt.恐吓,警告",0.302136481,,,
album,"n.集邮本,照相簿,签名纪念册",0.182382888,,,
alcohol,"n.酒精,酒",0.443154339,,,
alert,"adj.提防的,警惕的;n.警惕,警报",0.833862293,,,
alien,"n.外侨;adj.外国的,相异的,不同,背道而驰",0.985741694,,,
alienate,v.疏远,0.508998615,,,
alike,"adj.相同的,相似的;adv.以同样的方式,类似于",0.522660679,,,
allege,"vt.宣称,断言",0.17245166,,,
alleviate,"vt.使(痛苦等)易于忍受,减轻",0.56759049,,,
alliance,"n.联盟,联合",0.331138524,,,
allocate,"vt.分派,分配",0.642342846,,,
allow,"vt.允许,承认",0.005538104,,,
allowance,"n.津贴,补助,宽容,允许;vt.定量供应",0.592946625,,,
alloy,"n.合金;vt.使成合金,减低成色",0.098579348,,,
ally,"v.结盟,与...(在血统,性质等上)有关联,同盟;n.同盟国,支持者",0.280227914,,,
alongside,adv.在旁;prep.横靠,0.509421039,,,
alphabet,n.字母表,0.650724591,,,
alter,v.改变,0.263061735,,,
alternate,"adj.交替的,轮流的,预备的;v.交替,轮流,改变",0.746739387,,,
alternative,"n.二中择一,可供选择的办法,事物;adj.选择性的,二中择一的",0.051360907,,,
altitude,"n.(尤指海拔)高度,高处(海拔甚高的地方),(等级,地位等)高等",0.146269274,,,
aluminium,n.[化]铝;adj.铝的,0.371490405,,,
amateur,"n.业余爱好者,业余艺术家",0.814502684,,,
amaze,vt.使吃惊,0.647843995,,,
ambassador,n.大使,0.772184461,,,
ambiguous,"adj.暧昧的,不明确的",0.065933457,,,
ambition,"n.野心,雄心",0.874319366,,,
ambitious,"adj.有雄心的,野心勃勃的",0.361127477,,,
ambulance,"n.战时流动医院,救护车",0.146710318,,,
amend,"v.修正,改进,改正",0.664018797,,,
amid,prep.在...中,0.245342503,,,
ammunition,"n.军火,弹药",0.758182154,,,
amongst,"prep.在...中间,在...之中",0.066618067,,,
amplify,"vt.放大,增强;v.扩大",0.160863964,,,
amuse,"vt.使发笑,使愉快",0.896882975,,,
analogy,"n.类似,类推",0.84575699,,,
analyse,"n.&v.分析,分解",0.497473471,,,
analysis,"n.分析,分解",0.338045046,,,
ancestor,"n.祖先,祖宗",0.6497992,,,
anchor,"n.锚;v.抛锚,锚定",0.092452781,,,
ancient,"adj.远古的,旧的",0.239181356,,,
angle,"n.[数]角,角落;vi.钓鱼,追逐",0.052211786,,,
ankle,n.[解]踝,0.052090204,,,
anniversary,n.周年纪念,0.94108289,,,
annoy,"vt.使苦恼,骚扰",0.817100852,,,
annual,"n.一年生植物,年刊,年鉴;adj.一年一次的,每年的,一年生的",0.048778952,,,
anonymous,adj.匿名的,0.806245477,,,
anticipate,"vt.预期,期望,过早使用,先人一着,占先;v.预订,预见,可以预料",0.996832582,,,
antique,"n.古物,古董;adj.古时的,过时的",0.620377528,,,
anxiety,"n.忧虑,焦急,渴望,热望",0.141563942,,,
anxious,"adj.观念的,担忧的,渴望的,盼望的",0.406092138,,,
anyhow,"adv.无论如何,总之",0.830086731,,,
anyway,"adv.无论如何,总之",0.937984374,,,
apart,"adv.分离,分成零件,分别地,分离着;adj.分开的",0.054986014,,,
apartment,"n.<美>公寓住宅,单元住宅,房间",0.991317449,,,
apologize,"vi.(apologise)道歉,辩白",0.675476222,,,
apology,"n.(为某种思想,宗教,哲学等)辩解,道歉",0.722542008,,,
apparatus,"n.器械,设备,仪器",0.485442074,,,
apparent,"adj.显然的,外观上的",0.619281485,,,
appeal,"n.请求,呼吁,上诉,吸引力,要求;vi.求助,诉请,要求;vt.控诉",0.363388464,,,
appearance,"n.出现,露面,外貌,外观",0.770079203,,,
appease,"vt.平息,安抚,缓和,使满足",0.746099165,,,
appendix,"n.附录,附属品,[解]阑尾",0.90517176,,,
appetite,"n.食欲,胃口,欲望,爱好",0.274561506,,,
applaud,"v.拍手喝彩,称赞,赞同",0.020424723,,,
applause,"n.鼓掌欢迎,欢呼",0.682529181,,,
appliance,"n.用具,器具",0.185050493,,,
applicable,"adj.可适用的,可应用的",0.811499909,,,
applicant,"n.申请者,请求者",0.380145407,,,
application,"n.请求,申请,申请表,应用,运用,施用,敷用,应用,应用程序,应用软件",0.870713851,,,
apply,"vt.申请,应用;vi.申请,适用",0.823519604,,,
appoint,"vt.约定,指定(时间,地点),任命,委任",0.790541161,,,
appointment,"n.约会,指定",0.024239378,,,
appraisal,"n.评价,估价(尤指估价财产,以便征税),鉴定",0.063336496,,,
appreciate,"vt.赏识,鉴赏,感激;vi.增值,涨价",0.413332742,,,
approach,"n.接近,逼近,走进,方法,步骤,途径,通路;vt.接近,动手处理;vi.靠近",0.74813311,,,
appropriate,adj.适当的,0.527785433,,,
approval,"n.赞成,承认,正式批准",0.23884076,,,
approve,"vi.赞成,满意;vt.批准,通过;v.批准",0.041958627,,,
approximate,"adj.近似的,大约的;v.近似,接近,接近,约计",0.523620946,,,
apt,"adj.易于...的,有...倾向的,灵敏的,灵巧的,适当的,切题的,敏捷,倾向是",0.897462129,,,
arbitrary,"adj.任意的,武断的,独裁的,专断的",0.238009902,,,
arc,"n.弧,弓形,拱",0.202457258,,,
architect,n.建筑师,0.622195537,,,
architecture,"n.建筑,建筑学,体系机构",0.412445764,,,
arena,"n.竞技场,舞台",0.313383696,,,
argue,"vi.争论,辩论;vt.说服",0.478066913,,,
argument,"n.争论,辩论,论据,论点,～(for,against),意见",0.092284209,,,
arise,"vi.出现,发生,起因于",0.290555221,,,
arithmetic,"n.算术,算法",0.031970601,,,
armor,n.装甲,0.459726289,,,
arouse,"vt.唤醒,唤起,鼓励,引起;vi.睡醒",0.205227292,,,
arrange,"v.安排,排列,协商",0.468236177,,,
arrangement,"n.排列,安排",0.708711877,,,
array,"n.排列,编队,军队,衣服,大批;vt.部署,穿着,排列",0.812255242,,,
arrest,"vt.逮捕,拘留,吸引;n.逮捕,拘留",0.334067833,,,
arrival,"n.到来,到达,到达者",0.842358159,,,
arrogant,"adj.傲慢的,自大的",0.85519801,,,
arrow,"n.箭,箭头记号",0.700449877,,,
artery,"n.动脉,要道",0.025715219,,,
articulate,"adj.有关节的,发音清晰的;vt.用关节连接,接合,清晰明白地说",0.73329667,,,
artificial,"adj.人造的,假的,非原产地的",0.439205226,,,
artillery,"n.炮的总称,炮兵的总称",0.715288847,,,
artistic,"adj.艺术的,有美感的,风雅的",0.794049851,,,
ascend,"v.攀登,上升",0.906681112,,,
ascertain,"vt.确定,探知",0.162605677,,,
ascribe,"vt.归因于,归咎于",0.397307797,,,
ash,"n.灰,灰烬,[植]岑树",0.87795964,,,
ashamed,"adj.惭愧的,羞耻的",0.628112491,,,
aside,"adv.在旁边,到旁边",0.05421936,,,
aspect,"n.样子,外表,面貌,(问题等的)方面",0.659736937,,,
aspiration,"n.热望,渴望",0.266336481,,,
assassination,n.暗杀,0.649766893,,,
assault,"n.攻击,袭击;v.袭击",0.688004516,,,
assemble,"vt.集合,聚集,装配;vi.集合",0.779366673,,,
assembly,"n.集合,装配,集会,集结,汇编",0.427148237,,,
assert,"v.断言,声称",0.683014976,,,
assess,"vt.估定,评定",0.44067904,,,
asset,"n.资产,有用的东西",0.897405595,,,
assign,"vt.分配,指派;v.赋值;[计]将驱动器符重定向至第二个驱动器符",0.630834298,,,
assignment,"n.分配,委派,任务,(课外)作业",0.778852497,,,
assimilate,v.吸收,0.165408754,,,
assist,"v.援助,帮助",0.500498797,,,
assistance,"n.协助,援助,补助,<英>国家补助",0.216018311,,,
assistant,"n.助手,助教;adj.辅助的,助理的",0.920262032,,,
associate,"vt.使发生联系,使联合;vi.交往,结交;n.合作人,同事;adj.副的",0.696261305,,,
association,"n.协会,联合,结交,联想",0.053378145,,,
assume,"vt.假定,设想,采取,呈现",0.302184629,,,
assumption,"n.假定,设想,担任,承当,假装,作态",0.918827192,,,
assurance,"n.确信,断言,保证,担保",0.949111886,,,
assure,"vt.断然地说,确告,保证,担保",0.975801901,,,
astonish,vt.使惊讶,0.067975192,,,
athlete,"n.运动员,运动选手",0.658616279,,,
atlas,"n.地图,地图集",0.387751907,,,
atmosphere,"n.大气,空气,气氛",0.280890513,,,
atomic,"adj.原子的,原子能的,微粒子的",0.305259606,,,
attach,"vt.缚上,系上,贴上;v.配属,隶属于",0.169512369,,,
attack,"n.进攻,攻击,(用语言)抨击,批评,疾病发作,侵袭;vt.攻击,抨击,动手处理(某事);vi.攻击",0.729734643,,,
attain,"vt.达到,获得;v.达到",0.557170467,,,
attempt,"n.努力,尝试,企图;vt.尝试,企图",0.306565752,,,
attendant,n.服务员,0.573228465,,,
attitude,"n.姿势,态度,看法,意见",0.618145511,,,
attorney,"n.<美>律师,(业务或法律事务上的)代理人",0.279333896,,,
attract,"vt.吸引;vi.有吸引力,引起注意",0.859606944,,,
attraction,"n.吸引,吸引力,吸引人的事物",0.197737411,,,
attractive,"adj.吸引人的,有魅力的",0.740082696,,,
attribute,"n.属性,品质,特征,加于,归结于",0.342898973,,,
auction,n.拍卖;vt.拍卖,0.794020998,,,
audience,"n.听众,观众,接见,拜见",0.670136668,,,
audio,"adj.音频的,声频的,声音的",0.582209762,,,
authentic,adj.可信的,0.239214516,,,
author,"n.作家,创造者",0.849763909,,,
authoritative,"adj.权威的,有权威的,命令的",0.174291038,,,
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威",0.272492784,,,
authorize,v.批准,0.277617211,,,
auto,n.<美口>汽车,0.772341297,,,
automatic,"n.自动机械;adj.自动的,无意识的,机械的",0.726391846,,,
automobile,"n.<主美>汽车(=<英>motorcar,car)",0.401937423,,,
autonomous,adj.自治的,0.718022416,,,
autonomy,n.自治,0.19204876,,,
auxiliary,"adj.辅助的,补助的",0.067149588,,,
avail,"vi.有益于,有帮助,有用,有利;vt.有利于;n.效用,利益",0.751883477,,,
available,"adj.可用到的,可利用的,有用的,有空的,接受探访的",0.052444262,,,
avenue,"n.林荫道,大街,方法,途径,路",0.435981051,,,
average,"n.平均,平均水平,平均数,海损;adj.一般的,通常的,平均的;vt.平均为,均分,使平衡,达到平均水平;vi.买进,卖出",0.03827067,,,
avert,v.转移,0.618665222,,,
aviation,"n.飞行,航空,航空学,航空术",0.95399999,,,
avoid,"vt.避免,消除",0.093477191,,,
await,vt.等候,0.334338364,,,
award,"n.奖,奖品;vt.授予,判给",0.900187221,,,
aware,"adj.知道的,明白的,意识到的",0.098677418,,,
awful,"adj.可怕的,威严的,<口>极度的,糟糕的",0.533478153,,,
awkward,"adj.难使用的,笨拙的",0.385078287,,,
ax,n.斧头;vt.削减,0.988961687,,,
axis,n.轴,0.060483451,,,
bachelor,"n.单身汉,文理学士,幼雄兽",0.988915872,,,
background,"n.背景,后台,不重要或不引人注目的地方或位置",0.829001052,,,
backward,"adv.adj.向后地(的),相反地(的),追溯,退步,由好变坏",0.158784157,,,
bacon,"n.咸肉,熏肉",0.975876782,,,
bacteria,n.细菌,0.586128494,,,
baffle,"vt.困惑,阻碍,为难",0.163267772,,,
baggage,"n.行李,[军]辎重",0.715040229,,,
bake,"v.烘焙,烤,烧硬",0.755017824,,,
balance,"n.秤,天平,平衡,[商]收支差额,结余,余额;v.平衡,称,权衡,对比,结算;n.资产平稳表",0.70255069,,,
balcony,"n.阳台,包厢,(戏院)楼厅",0.927956367,,,
ballet,"n.芭蕾舞,芭蕾舞剧,芭蕾舞乐曲",0.337687882,,,
balloon,n.气球,0.433845083,,,
bamboo,n.竹子,0.276170776,,,
ban,"n.禁令;vt.禁止,取缔(书刊等)",0.619468439,,,
band,"n.带子,镶边,波段,队,乐队;v.联合,结合",0.146237008,,,
bandage,n.绷带,0.501960193,,,
bang,"n.重击,突然巨响;v.发巨响,重击",0.330505472,,,
bankrupt,"n.破产者;adj.破产了的,完全丧失;vt.使破产",0.190461539,,,
banner,"n.旗帜,横幅,标语;",0.786025525,,,
banquet,n.宴会,0.894451187,,,
barber,"n.理发员,理发师;vt.为...理发,刮脸等",0.187152389,,,
bare,"adj.赤裸的,无遮蔽的,空的;vt.使赤裸,露出",0.706729741,,,
barely,"adv.仅仅,刚刚,几乎不能",0.005654563,,,
bargain,"n.契约,合同,成交商品,便宜货;v.议价",0.571516196,,,
bark,"n.树皮,吠声;v.吠,咆哮,剥树皮",0.119269968,,,
barn,"n.[农]谷仓,畜棚,畜舍,机器房",0.83337985,,,
barrel,n.桶;vt.装入桶内,0.588280036,,,
barren,"adj.不生育的,不孕的,贫瘠的,没有结果的,无益的,单调的,无聊的,空洞的;n.荒地",0.900590683,,,
barricade,v.设路障;n.路障,0.892907667,,,
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障",0.84689599,,,
baseball,"n.棒球,棒球运动",0.472815266,,,
basically,"adv.基本上,主要地",0.604046314,,,
basis,"n.基础,基本,根据,主要成分(或要素),(认识论中的)基本原则或原理",0.809031904,,,
bat,"n.蝙蝠,球棒;v.用球棒击球;[计]批处理文件的扩展名;abbr.[军]BasicArmorTraining,装甲兵基础训练",0.623247435,,,
batch,"n.(面包等)一炉,一批",0.538709317,,,
bathe,"v.沐浴,洗,(光线)充满;n.洗澡",0.615569405,,,
batter,"n.击球手;v.打坏,猛击",0.094224651,,,
battery,"n.电池,殴打",0.905105484,,,
bay,"n.海湾,狗吠声,绝路;vt.吠,使走投无路;vi.吠",0.499900301,,,
beam,"n.梁,桁条,(光线的)束,柱,电波,横梁;v.播送",0.77010643,,,
bean,"n.豆,豆形果实",0.407510836,,,
beard,n.胡须,0.526228144,,,
bearing,"n.轴承,关系,方面,意义,方向,方位",0.604284798,,,
beast,"n.兽,畜牲,人面兽心的人",0.612208845,,,
beforehand,adv.预先,0.669128778,,,
beggar,n.乞丐,0.007335066,,,
behalf,"n.为,利益",0.509677484,,,
behave,"vi.举动,举止,运转;v.行为表现",0.959148967,,,
behavior,"n.举止,行为",0.167728316,,,
being,"n.存在,生命,人,本质;art.在,有,是",0.011764822,,,
belief,"n.信任,信心,信仰",0.546945943,,,
belly,"n.腹部,胃;vi.涨满",0.024789387,,,
beloved,"adj.心爱的;n.所爱的人,爱人",0.970791076,,,
beneath,adv.在...之下;prep.在...之下,0.646983129,,,
beneficial,"adj.有益的,受益的,[法律]有使用权的;adj.有益的,得利的,[律]有使用权的",0.501711333,,,
benefit,"n.利益,好处;vt.有益于,有助于;vi.受益",0.470067348,,,
besides,adv.此外;prep.除...之外,0.981613691,,,
bet,"n.赌,打赌;v.赌,赌钱",0.562053957,,,
betray,"vt.出卖,背叛,泄露(秘密),露出...迹象",0.500731368,,,
bewilder,"vt.使迷惑,使不知所措,使昏乱",0.578642886,,,
beyond,"prep.在(到)...较远的一边,超过,那一边;adv.在远处;n.远处",0.548276569,,,
Bible,n.《圣经》,0.211807544,,,
bibliography,"n.(有关一个题目或一个人的)书目,参考书目",0.721699357,,,
bid,"vt.出价,投标,祝愿,命令,吩咐;n.出价,投标;v.支付",0.774299528,,,
billion,n.&adj.十亿(的),0.047894021,,,
bind,"v.绑,镶边,装订,凝固,约束",0.419085835,,,
biography,n.传记,0.183091709,,,
biology,"n.生物学,生物(总称)",0.053103131,,,
bizarre,"adj.奇异的(指态度,容貌,款式等)",0.169889682,,,
blade,"n.刀刃,刀片",0.894256024,,,
blank,"adj.空白的,空着的,失色的,没有表情的;n.空白,<美>表格",0.784639276,,,
blanket,n.毯子;vt.覆盖,0.426660831,,,
blast,"n.一阵(风),一股(气流),爆炸,冲击波;vt.爆炸,,毁灭,使枯萎,损害",0.247673802,,,
blaze,"n.火焰,光辉,情感爆发;vi.燃烧,照耀,激发;vt.在树皮上刻路标,公开宣布",0.11729354,,,
bleed,"v.使出血,放血",0.304975174,,,
blend,vt.混和;n.混和,0.440403868,,,
blink,"v.眨眼,闪亮,无视",0.192969482,,,
bloody,"adj.血腥的,嗜杀的,有血的,<英鄙>该死的,非常的",0.390804517,,,
bloom,"n.花,旺盛,青春;v.(使)开花,(使)繁盛",0.366543299,,,
blossom,"n.花(尤指结果实者),花开的状态,兴旺期;vi.开花,兴旺,发展",0.793344801,,,
blunder,"v.跌跌撞撞地走,犯大错,做错;n.大错,失误",0.907500845,,,
blunt,"adj.钝的,生硬的",0.357725576,,,
blur,"v.涂污,污损(名誉等),把(界线,视线等)弄得模糊不清,弄污;n.污点",0.986092835,,,
blush,"v.脸红,羞愧,呈现红色,使成红色;n.脸红,红色,红光",0.540285404,,,
board,"n.木板,(供特殊用途的)木板,甲板,膳食费用,会议桌,部;vt.用板盖上,包饭,提供膳食,上(船、飞机等)",0.779907296,,,
boast,"n.自夸,值得夸耀的事物;v.自夸,以有...而自豪",0.60190018,,,
bold,adj.大胆的;n.粗体,0.059926305,,,
bolt,"n.门闩,螺钉,闪电,跑掉;v.上门闩,囫囵吞下,逃跑",0.361467565,,,
bond,"n.结合(物),粘结(剂),联结,公债,债券,合同;v.结合",0.711279434,,,
bonus,"n.奖金,红利",0.26113523,,,
booklet,n.小册子,0.722483896,,,
boom,"n.繁荣,隆隆声;v.发隆隆声,兴隆,大事宣传",0.004016224,,,
boost,v.推进,0.444147255,,,
boot,"n.<美>(长统)靴,靴子;v.导入",0.447094351,,,
booth,"n.货摊,售货亭,棚",0.118373514,,,
border,"n.边界,国界,边,边沿,边境;vt.与...接壤,接近;v.接壤",0.284824583,,,
bore,"n.令人讨厌的人,怒潮,枪膛,孔;v.使烦扰,钻孔",0.39090161,,,
boring,n.钻(孔);adj.令人厌烦的,0.873341159,,,
bounce,"v.(使)反跳,弹起,(指支票)被银行退票,弹跳;n.(球)跳起,弹回",0.041802747,,,
bound,"n.跃进,跳,范围,限度;adj.正要启程的,开往...去的,被束缚的,装订的;v.跳跃,限制",0.443362358,,,
boundary,"n.边界,分界线",0.435001629,,,
bowel,"n.肠;adj.内部,同情心",0.806334672,,,
boycott,"n.&vt.联合抵制,联合排斥某国货物或与某国绝交",0.776085644,,,
brace,"n.支柱,带子,振作精神;vt.支住,撑牢,振作起来,奋起;adj.曲柄的;v.支持",0.466908742,,,
bracket,"n.墙上凸出的托架,括弧,支架;v.括在一起",0.194939966,,,
brake,"n.闸,刹车;v.刹车",0.94805525,,,
brand,"n.商标,牌子,烙印;vt.打火印,污辱",0.27470661,,,
brass,"n.黄铜,黄铜制品,厚脸皮",0.705310366,,,
brave,adj.勇敢的,0.087289758,,,
breach,"n.违背,破坏,破裂,裂口;vt.打破,突破",0.451068051,,,
breadth,"n.宽度,(布的)幅宽,(船)幅",0.831108206,,,
breakdown,"n.崩溃,衰弱,细目分类",0.75325957,,,
breakthrough,n.突破,0.592451476,,,
breast,"n.胸部,乳房,胸怀,心情;vt.以胸对着,对付",0.833967949,,,
breed,"v.(使)繁殖,教养,抚养;n.品种,种类",0.829560182,,,
breeze,"n.微风,煤屑,焦炭渣,轻而易举的事,小风波;vi.吹微风,逃走",0.638390837,,,
brew,"v.酿造,酝酿",0.557918362,,,
bribe,"n.贿赂;vt.贿赂,向...行贿",0.921143933,,,
brick,"n.砖,砖块,砖形物(如茶砖,冰砖等),<口>心肠好的人",0.427184224,,,
bride,n.新娘,0.314507358,,,
brief,"n.摘要,大纲;adj.简短的,短暂的;vt.摘要,(军事)下达简令",0.957958636,,,
briefcase,"n.(扁平的,柔韧的,装文件,书报的)公文包",0.278411432,,,
brilliant,"adj.灿烂的,闪耀的,有才气的",0.904187936,,,
brink,n.(峭岸、崖的)边缘,0.382173181,,,
brisk,"adj.敏锐的,凛冽的,轻快的,活泼的;vt.使活泼;vi.活跃起来",0.433248763,,,
bronze,"n.青铜(铜与锡合金),铜像;adj.青铜色的",0.574630547,,,
brood,"n.(动物中鸟或家禽的)一窝,(同种或同类的)一伙;vt.孵,沉思",0.183819299,,,
broom,"n.扫帚,[植]金雀花;vt.扫除",0.285681946,,,
brow,"n.眉毛,额,(面部)表情",0.87230573,,,
bruise,"n.瘀伤,擦伤;v.打伤,撞伤",0.963374847,,,
brutal,"adj.残忍的,兽性的",0.357963875,,,
bubble,"n.泡沫,幻想的计划;vi.起泡,潺潺的流",0.929270268,,,
buck,"n.<美口>元,雄鹿,公羊,公兔;v.(马等)突然一跃(将骑手摔下)",0.940728327,,,
bucket,"n.桶,一桶的量,[桶状物]铲斗",0.098095878,,,
bud,"n.芽,蓓蕾;vi.发芽,萌芽",0.09840716,,,
budget,"n.预算;vi.做预算,编入预算",0.172669837,,,
bug,"n.小虫,臭虫;v.装置窃听器,打扰",0.618462914,,,
bulb,"n.鳞茎,球形物",0.363804398,,,
bulk,"n.大小,体积,大批,大多数,散装;vt.显得大,显得重要",0.678169397,,,
bull,"n.[动]公牛,粗壮如牛的人",0.103713921,,,
bullet,n.子弹,0.883829515,,,
bulletin,"n.公告,报告",0.679692142,,,
bully,"n.欺凌弱小者;vt.威吓,威逼",0.387062803,,,
bump,"n.撞击,肿块;v.碰(伤),撞(破),颠簸",0.801230784,,,
bunch,"n.串,束v.捆成一束",0.877685668,,,
bundle,"n.捆,束,包;v.捆扎",0.462630543,,,
burden,"n.担子,负担;v.负担",0.887699723,,,
