四六级合并词汇,,
aesthetic,"adj.美学的,审美的,有审美感的",4级单词
affect,"vt.影响,感动,侵袭,假装",4级单词
affection,"n.友爱,爱情,影响,疾病,倾向",4级单词
affiliate,"v.(使...)加入,接受为会员",4级单词
affirm,"v.断言,确认,肯定",4级单词
afflict,"vt.使痛苦,折磨",4级单词
afford,"vt.提供,给予,供应得起",4级单词
afterward,"adv.然后,后来",4级单词
agency,"n.代理处,行销处,代理,中介",4级单词
agenda,n.议程,4级单词
agent,n.代理(商),4级单词
aggravate,"vt.使恶化,加重",4级单词
aggregate,"n.合计,总计,集合体;adj.合计的,集合的,聚合的;v.聚集,集合,合计",4级单词
aggressive,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的",4级单词
agony,"n.苦恼,极大的痛苦",4级单词
agreeable,"adj.使人愉快的,惬意的,适合的",4级单词
agriculture,"n.农业,农艺,农学",4级单词
aid,"n.帮助,援助,帮助者,有帮助的事物;vt.资助,援助,帮助",4级单词
air-conditioning,"n.空调，空调系统,空调机",4级单词
aircraft,n.航行器,4级单词
airline,n.定期航线,4级单词
airplane,n.飞机,4级单词
airport,"n.<主美>小型民用机场,私人飞机降落场",4级单词
aisle,"n.走廊,过道",4级单词
alarm,"n.警报,惊慌,警告器;vt.恐吓,警告",4级单词
album,"n.集邮本,照相簿,签名纪念册",4级单词
alcohol,"n.酒精,酒",4级单词
alert,"adj.提防的,警惕的;n.警惕,警报",4级单词
alien,"n.外侨;adj.外国的,相异的,不同,背道而驰",4级单词
alienate,v.疏远,4级单词
alike,"adj.相同的,相似的;adv.以同样的方式,类似于",4级单词
allege,"vt.宣称,断言",4级单词
alleviate,"vt.使(痛苦等)易于忍受,减轻",4级单词
alliance,"n.联盟,联合",4级单词
allocate,"vt.分派,分配",4级单词
allow,"vt.允许,承认",4级单词
allowance,"n.津贴,补助,宽容,允许;vt.定量供应",4级单词
alloy,"n.合金;vt.使成合金,减低成色",4级单词
ally,"v.结盟,与...(在血统,性质等上)有关联,同盟;n.同盟国,支持者",4级单词
alongside,adv.在旁;prep.横靠,4级单词
alphabet,n.字母表,4级单词
alter,v.改变,4级单词
alternate,"adj.交替的,轮流的,预备的;v.交替,轮流,改变",4级单词
alternative,"n.二中择一,可供选择的办法,事物;adj.选择性的,二中择一的",4级单词
altitude,"n.(尤指海拔)高度,高处(海拔甚高的地方),(等级,地位等)高等",4级单词
aluminium,n.[化]铝;adj.铝的,4级单词
amateur,"n.业余爱好者,业余艺术家",4级单词
amaze,vt.使吃惊,4级单词
ambassador,n.大使,4级单词
ambiguous,"adj.暧昧的,不明确的",4级单词
ambition,"n.野心,雄心",4级单词
ambitious,"adj.有雄心的,野心勃勃的",4级单词
ambulance,"n.战时流动医院,救护车",4级单词
amend,"v.修正,改进,改正",4级单词
amid,prep.在...中,4级单词
ammunition,"n.军火,弹药",4级单词
amongst,"prep.在...中间,在...之中",4级单词
amplify,"vt.放大,增强;v.扩大",4级单词
amuse,"vt.使发笑,使愉快",4级单词
analogy,"n.类似,类推",4级单词
analyse,"n.&v.分析,分解",4级单词
analysis,"n.分析,分解",4级单词
ancestor,"n.祖先,祖宗",4级单词
anchor,"n.锚;v.抛锚,锚定",4级单词
ancient,"adj.远古的,旧的",4级单词
angle,"n.[数]角,角落;vi.钓鱼,追逐",4级单词
ankle,n.[解]踝,4级单词
anniversary,n.周年纪念,4级单词
annoy,"vt.使苦恼,骚扰",4级单词
annual,"n.一年生植物,年刊,年鉴;adj.一年一次的,每年的,一年生的",4级单词
anonymous,adj.匿名的,4级单词
anticipate,"vt.预期,期望,过早使用,先人一着,占先;v.预订,预见,可以预料",4级单词
antique,"n.古物,古董;adj.古时的,过时的",4级单词
anxiety,"n.忧虑,焦急,渴望,热望",4级单词
anxious,"adj.观念的,担忧的,渴望的,盼望的",4级单词
anyhow,"adv.无论如何,总之",4级单词
anyway,"adv.无论如何,总之",4级单词
apart,"adv.分离,分成零件,分别地,分离着;adj.分开的",4级单词
apartment,"n.<美>公寓住宅,单元住宅,房间",4级单词
apologize,"vi.(apologise)道歉,辩白",4级单词
apology,"n.(为某种思想,宗教,哲学等)辩解,道歉",4级单词
apparatus,"n.器械,设备,仪器",4级单词
apparent,"adj.显然的,外观上的",4级单词
appeal,"n.请求,呼吁,上诉,吸引力,要求;vi.求助,诉请,要求;vt.控诉",4级单词
appearance,"n.出现,露面,外貌,外观",4级单词
appease,"vt.平息,安抚,缓和,使满足",4级单词
appendix,"n.附录,附属品,[解]阑尾",4级单词
appetite,"n.食欲,胃口,欲望,爱好",4级单词
applaud,"v.拍手喝彩,称赞,赞同",4级单词
applause,"n.鼓掌欢迎,欢呼",4级单词
appliance,"n.用具,器具",4级单词
applicable,"adj.可适用的,可应用的",4级单词
applicant,"n.申请者,请求者",4级单词
application,"n.请求,申请,申请表,应用,运用,施用,敷用,应用,应用程序,应用软件",4级单词
apply,"vt.申请,应用;vi.申请,适用",4级单词
appoint,"vt.约定,指定(时间,地点),任命,委任",4级单词
appointment,"n.约会,指定",4级单词
appraisal,"n.评价,估价(尤指估价财产,以便征税),鉴定",4级单词
appreciate,"vt.赏识,鉴赏,感激;vi.增值,涨价",4级单词
approach,"n.接近,逼近,走进,方法,步骤,途径,通路;vt.接近,动手处理;vi.靠近",4级单词
appropriate,adj.适当的,4级单词
approval,"n.赞成,承认,正式批准",4级单词
approve,"vi.赞成,满意;vt.批准,通过;v.批准",4级单词
approximate,"adj.近似的,大约的;v.近似,接近,接近,约计",4级单词
apt,"adj.易于...的,有...倾向的,灵敏的,灵巧的,适当的,切题的,敏捷,倾向是",4级单词
arbitrary,"adj.任意的,武断的,独裁的,专断的",4级单词
arc,"n.弧,弓形,拱",4级单词
architect,n.建筑师,4级单词
architecture,"n.建筑,建筑学,体系机构",4级单词
arena,"n.竞技场,舞台",4级单词
argue,"vi.争论,辩论;vt.说服",4级单词
argument,"n.争论,辩论,论据,论点,～(for,against),意见",4级单词
arise,"vi.出现,发生,起因于",4级单词
arithmetic,"n.算术,算法",4级单词
armor,n.装甲,4级单词
arouse,"vt.唤醒,唤起,鼓励,引起;vi.睡醒",4级单词
arrange,"v.安排,排列,协商",4级单词
arrangement,"n.排列,安排",4级单词
array,"n.排列,编队,军队,衣服,大批;vt.部署,穿着,排列",4级单词
arrest,"vt.逮捕,拘留,吸引;n.逮捕,拘留",4级单词
arrival,"n.到来,到达,到达者",4级单词
arrogant,"adj.傲慢的,自大的",4级单词
arrow,"n.箭,箭头记号",4级单词
artery,"n.动脉,要道",4级单词
articulate,"adj.有关节的,发音清晰的;vt.用关节连接,接合,清晰明白地说",4级单词
artificial,"adj.人造的,假的,非原产地的",4级单词
artillery,"n.炮的总称,炮兵的总称",4级单词
artistic,"adj.艺术的,有美感的,风雅的",4级单词
ascend,"v.攀登,上升",4级单词
ascertain,"vt.确定,探知",4级单词
ascribe,"vt.归因于,归咎于",4级单词
ash,"n.灰,灰烬,[植]岑树",4级单词
ashamed,"adj.惭愧的,羞耻的",4级单词
aside,"adv.在旁边,到旁边",4级单词
aspect,"n.样子,外表,面貌,(问题等的)方面",4级单词
aspiration,"n.热望,渴望",4级单词
assassination,n.暗杀,4级单词
assault,"n.攻击,袭击;v.袭击",4级单词
assemble,"vt.集合,聚集,装配;vi.集合",4级单词
assembly,"n.集合,装配,集会,集结,汇编",4级单词
assert,"v.断言,声称",4级单词
assess,"vt.估定,评定",4级单词
asset,"n.资产,有用的东西",4级单词
assign,"vt.分配,指派;v.赋值;[计]将驱动器符重定向至第二个驱动器符",4级单词
assignment,"n.分配,委派,任务,(课外)作业",4级单词
assimilate,v.吸收,4级单词
assist,"v.援助,帮助",4级单词
assistance,"n.协助,援助,补助,<英>国家补助",4级单词
assistant,"n.助手,助教;adj.辅助的,助理的",4级单词
associate,"vt.使发生联系,使联合;vi.交往,结交;n.合作人,同事;adj.副的",4级单词
association,"n.协会,联合,结交,联想",4级单词
assume,"vt.假定,设想,采取,呈现",4级单词
assumption,"n.假定,设想,担任,承当,假装,作态",4级单词
assurance,"n.确信,断言,保证,担保",4级单词
assure,"vt.断然地说,确告,保证,担保",4级单词
astonish,vt.使惊讶,4级单词
athlete,"n.运动员,运动选手",4级单词
atlas,"n.地图,地图集",4级单词
atmosphere,"n.大气,空气,气氛",4级单词
atomic,"adj.原子的,原子能的,微粒子的",4级单词
attach,"vt.缚上,系上,贴上;v.配属,隶属于",4级单词
attack,"n.进攻,攻击,(用语言)抨击,批评,疾病发作,侵袭;vt.攻击,抨击,动手处理(某事);vi.攻击",4级单词
attain,"vt.达到,获得;v.达到",4级单词
attempt,"n.努力,尝试,企图;vt.尝试,企图",4级单词
attendant,n.服务员,4级单词
attitude,"n.姿势,态度,看法,意见",4级单词
attorney,"n.<美>律师,(业务或法律事务上的)代理人",4级单词
attract,"vt.吸引;vi.有吸引力,引起注意",4级单词
attraction,"n.吸引,吸引力,吸引人的事物",4级单词
attractive,"adj.吸引人的,有魅力的",4级单词
attribute,"n.属性,品质,特征,加于,归结于",4级单词
auction,n.拍卖;vt.拍卖,4级单词
audience,"n.听众,观众,接见,拜见",4级单词
audio,"adj.音频的,声频的,声音的",4级单词
authentic,adj.可信的,4级单词
author,"n.作家,创造者",4级单词
authoritative,"adj.权威的,有权威的,命令的",4级单词
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威",4级单词
authorize,v.批准,4级单词
auto,n.<美口>汽车,4级单词
automatic,"n.自动机械;adj.自动的,无意识的,机械的",4级单词
automobile,"n.<主美>汽车(=<英>motorcar,car)",4级单词
autonomous,adj.自治的,4级单词
autonomy,n.自治,4级单词
auxiliary,"adj.辅助的,补助的",4级单词
avail,"vi.有益于,有帮助,有用,有利;vt.有利于;n.效用,利益",4级单词
available,"adj.可用到的,可利用的,有用的,有空的,接受探访的",4级单词
avenue,"n.林荫道,大街,方法,途径,路",4级单词
average,"n.平均,平均水平,平均数,海损;adj.一般的,通常的,平均的;vt.平均为,均分,使平衡,达到平均水平;vi.买进,卖出",4级单词
avert,v.转移,4级单词
aviation,"n.飞行,航空,航空学,航空术",4级单词
avoid,"vt.避免,消除",4级单词
await,vt.等候,4级单词
award,"n.奖,奖品;vt.授予,判给",4级单词
aware,"adj.知道的,明白的,意识到的",4级单词
awful,"adj.可怕的,威严的,<口>极度的,糟糕的",4级单词
awkward,"adj.难使用的,笨拙的",4级单词
ax,n.斧头;vt.削减,4级单词
axis,n.轴,4级单词
bachelor,"n.单身汉,文理学士,幼雄兽",4级单词
background,"n.背景,后台,不重要或不引人注目的地方或位置",4级单词
backward,"adv.adj.向后地(的),相反地(的),追溯,退步,由好变坏",4级单词
bacon,"n.咸肉,熏肉",4级单词
bacteria,n.细菌,4级单词
baffle,"vt.困惑,阻碍,为难",4级单词
baggage,"n.行李,[军]辎重",4级单词
bake,"v.烘焙,烤,烧硬",4级单词
balance,"n.秤,天平,平衡,[商]收支差额,结余,余额;v.平衡,称,权衡,对比,结算;n.资产平稳表",4级单词
balcony,"n.阳台,包厢,(戏院)楼厅",4级单词
ballet,"n.芭蕾舞,芭蕾舞剧,芭蕾舞乐曲",4级单词
balloon,n.气球,4级单词
bamboo,n.竹子,4级单词
ban,"n.禁令;vt.禁止,取缔(书刊等)",4级单词
band,"n.带子,镶边,波段,队,乐队;v.联合,结合",4级单词
bandage,n.绷带,4级单词
bang,"n.重击,突然巨响;v.发巨响,重击",4级单词
bankrupt,"n.破产者;adj.破产了的,完全丧失;vt.使破产",4级单词
banner,"n.旗帜,横幅,标语;",4级单词
banquet,n.宴会,4级单词
barber,"n.理发员,理发师;vt.为...理发,刮脸等",4级单词
bare,"adj.赤裸的,无遮蔽的,空的;vt.使赤裸,露出",4级单词
barely,"adv.仅仅,刚刚,几乎不能",4级单词
bargain,"n.契约,合同,成交商品,便宜货;v.议价",4级单词
bark,"n.树皮,吠声;v.吠,咆哮,剥树皮",4级单词
barn,"n.[农]谷仓,畜棚,畜舍,机器房",4级单词
barrel,n.桶;vt.装入桶内,4级单词
barren,"adj.不生育的,不孕的,贫瘠的,没有结果的,无益的,单调的,无聊的,空洞的;n.荒地",4级单词
barricade,v.设路障;n.路障,4级单词
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障",4级单词
baseball,"n.棒球,棒球运动",4级单词
basically,"adv.基本上,主要地",4级单词
basis,"n.基础,基本,根据,主要成分(或要素),(认识论中的)基本原则或原理",4级单词
bat,"n.蝙蝠,球棒;v.用球棒击球;[计]批处理文件的扩展名;abbr.[军]BasicArmorTraining,装甲兵基础训练",4级单词
batch,"n.(面包等)一炉,一批",4级单词
bathe,"v.沐浴,洗,(光线)充满;n.洗澡",4级单词
batter,"n.击球手;v.打坏,猛击",4级单词
battery,"n.电池,殴打",4级单词
bay,"n.海湾,狗吠声,绝路;vt.吠,使走投无路;vi.吠",4级单词
beam,"n.梁,桁条,(光线的)束,柱,电波,横梁;v.播送",4级单词
bean,"n.豆,豆形果实",4级单词
beard,n.胡须,4级单词
bearing,"n.轴承,关系,方面,意义,方向,方位",4级单词
beast,"n.兽,畜牲,人面兽心的人",4级单词
beforehand,adv.预先,4级单词
beggar,n.乞丐,4级单词
behalf,"n.为,利益",4级单词
behave,"vi.举动,举止,运转;v.行为表现",4级单词
behavior,"n.举止,行为",4级单词
being,"n.存在,生命,人,本质;art.在,有,是",4级单词
belief,"n.信任,信心,信仰",4级单词
belly,"n.腹部,胃;vi.涨满",4级单词
beloved,"adj.心爱的;n.所爱的人,爱人",4级单词
beneath,adv.在...之下;prep.在...之下,4级单词
beneficial,"adj.有益的,受益的,[法律]有使用权的;adj.有益的,得利的,[律]有使用权的",4级单词
benefit,"n.利益,好处;vt.有益于,有助于;vi.受益",4级单词
besides,adv.此外;prep.除...之外,4级单词
bet,"n.赌,打赌;v.赌,赌钱",4级单词
betray,"vt.出卖,背叛,泄露(秘密),露出...迹象",4级单词
bewilder,"vt.使迷惑,使不知所措,使昏乱",4级单词
beyond,"prep.在(到)...较远的一边,超过,那一边;adv.在远处;n.远处",4级单词
Bible,n.《圣经》,4级单词
bibliography,"n.(有关一个题目或一个人的)书目,参考书目",4级单词
bid,"vt.出价,投标,祝愿,命令,吩咐;n.出价,投标;v.支付",4级单词
billion,n.&adj.十亿(的),4级单词
bind,"v.绑,镶边,装订,凝固,约束",4级单词
biography,n.传记,4级单词
biology,"n.生物学,生物(总称)",4级单词
bizarre,"adj.奇异的(指态度,容貌,款式等)",4级单词
blade,"n.刀刃,刀片",4级单词
blank,"adj.空白的,空着的,失色的,没有表情的;n.空白,<美>表格",4级单词
blanket,n.毯子;vt.覆盖,4级单词
blast,"n.一阵(风),一股(气流),爆炸,冲击波;vt.爆炸,,毁灭,使枯萎,损害",4级单词
blaze,"n.火焰,光辉,情感爆发;vi.燃烧,照耀,激发;vt.在树皮上刻路标,公开宣布",4级单词
bleed,"v.使出血,放血",4级单词
blend,vt.混和;n.混和,4级单词
blink,"v.眨眼,闪亮,无视",4级单词
bloody,"adj.血腥的,嗜杀的,有血的,<英鄙>该死的,非常的",4级单词
bloom,"n.花,旺盛,青春;v.(使)开花,(使)繁盛",4级单词
blossom,"n.花(尤指结果实者),花开的状态,兴旺期;vi.开花,兴旺,发展",4级单词
blunder,"v.跌跌撞撞地走,犯大错,做错;n.大错,失误",4级单词
blunt,"adj.钝的,生硬的",4级单词
blur,"v.涂污,污损(名誉等),把(界线,视线等)弄得模糊不清,弄污;n.污点",4级单词
blush,"v.脸红,羞愧,呈现红色,使成红色;n.脸红,红色,红光",4级单词
board,"n.木板,(供特殊用途的)木板,甲板,膳食费用,会议桌,部;vt.用板盖上,包饭,提供膳食,上(船、飞机等)",4级单词
boast,"n.自夸,值得夸耀的事物;v.自夸,以有...而自豪",4级单词
bold,adj.大胆的;n.粗体,4级单词
bolt,"n.门闩,螺钉,闪电,跑掉;v.上门闩,囫囵吞下,逃跑",4级单词
bond,"n.结合(物),粘结(剂),联结,公债,债券,合同;v.结合",4级单词
bonus,"n.奖金,红利",4级单词
booklet,n.小册子,4级单词
boom,"n.繁荣,隆隆声;v.发隆隆声,兴隆,大事宣传",4级单词
boost,v.推进,4级单词
boot,"n.<美>(长统)靴,靴子;v.导入",4级单词
booth,"n.货摊,售货亭,棚",4级单词
border,"n.边界,国界,边,边沿,边境;vt.与...接壤,接近;v.接壤",4级单词
bore,"n.令人讨厌的人,怒潮,枪膛,孔;v.使烦扰,钻孔",4级单词
boring,n.钻(孔);adj.令人厌烦的,4级单词
bounce,"v.(使)反跳,弹起,(指支票)被银行退票,弹跳;n.(球)跳起,弹回",4级单词
bound,"n.跃进,跳,范围,限度;adj.正要启程的,开往...去的,被束缚的,装订的;v.跳跃,限制",4级单词
boundary,"n.边界,分界线",4级单词
bowel,"n.肠;adj.内部,同情心",4级单词
boycott,"n.&vt.联合抵制,联合排斥某国货物或与某国绝交",4级单词
brace,"n.支柱,带子,振作精神;vt.支住,撑牢,振作起来,奋起;adj.曲柄的;v.支持",4级单词
bracket,"n.墙上凸出的托架,括弧,支架;v.括在一起",4级单词
brake,"n.闸,刹车;v.刹车",4级单词
brand,"n.商标,牌子,烙印;vt.打火印,污辱",4级单词
brass,"n.黄铜,黄铜制品,厚脸皮",4级单词
brave,adj.勇敢的,4级单词
breach,"n.违背,破坏,破裂,裂口;vt.打破,突破",4级单词
breadth,"n.宽度,(布的)幅宽,(船)幅",4级单词
breakdown,"n.崩溃,衰弱,细目分类",4级单词
breakthrough,n.突破,4级单词
breast,"n.胸部,乳房,胸怀,心情;vt.以胸对着,对付",4级单词
breed,"v.(使)繁殖,教养,抚养;n.品种,种类",4级单词
breeze,"n.微风,煤屑,焦炭渣,轻而易举的事,小风波;vi.吹微风,逃走",4级单词
brew,"v.酿造,酝酿",4级单词
bribe,"n.贿赂;vt.贿赂,向...行贿",4级单词
brick,"n.砖,砖块,砖形物(如茶砖,冰砖等),<口>心肠好的人",4级单词
bride,n.新娘,4级单词
brief,"n.摘要,大纲;adj.简短的,短暂的;vt.摘要,(军事)下达简令",4级单词
briefcase,"n.(扁平的,柔韧的,装文件,书报的)公文包",4级单词
brilliant,"adj.灿烂的,闪耀的,有才气的",4级单词
brink,n.(峭岸、崖的)边缘,4级单词
brisk,"adj.敏锐的,凛冽的,轻快的,活泼的;vt.使活泼;vi.活跃起来",4级单词
bronze,"n.青铜(铜与锡合金),铜像;adj.青铜色的",4级单词
brood,"n.(动物中鸟或家禽的)一窝,(同种或同类的)一伙;vt.孵,沉思",4级单词
broom,"n.扫帚,[植]金雀花;vt.扫除",4级单词
brow,"n.眉毛,额,(面部)表情",4级单词
bruise,"n.瘀伤,擦伤;v.打伤,撞伤",4级单词
brutal,"adj.残忍的,兽性的",4级单词
bubble,"n.泡沫,幻想的计划;vi.起泡,潺潺的流",4级单词
buck,"n.<美口>元,雄鹿,公羊,公兔;v.(马等)突然一跃(将骑手摔下)",4级单词
bucket,"n.桶,一桶的量,[桶状物]铲斗",4级单词
bud,"n.芽,蓓蕾;vi.发芽,萌芽",4级单词
budget,"n.预算;vi.做预算,编入预算",4级单词
bug,"n.小虫,臭虫;v.装置窃听器,打扰",4级单词
bulb,"n.鳞茎,球形物",4级单词
bulk,"n.大小,体积,大批,大多数,散装;vt.显得大,显得重要",4级单词
bull,"n.[动]公牛,粗壮如牛的人",4级单词
bullet,n.子弹,4级单词
bulletin,"n.公告,报告",4级单词
bully,"n.欺凌弱小者;vt.威吓,威逼",4级单词
bump,"n.撞击,肿块;v.碰(伤),撞(破),颠簸",4级单词
bunch,"n.串,束v.捆成一束",4级单词
bundle,"n.捆,束,包;v.捆扎",4级单词
burden,"n.担子,负担;v.负担",4级单词
bureau,"n.办公桌,衣柜;<美>局,办公署",4级单词
bureaucracy,"n.官僚,官僚作风,官僚机构",4级单词
burial,n.埋葬,4级单词
burst,"v.爆裂,炸破,急于,爆发;n.突然破裂,爆发,脉冲",4级单词
bust,"n.半身像,胸像,(妇女的)胸部",4级单词
butcher,"n.屠夫,屠户;vt.屠宰,屠杀",4级单词
butterfly,"n.[动]蝴蝶,蝶泳",4级单词
buzz,"n.嗡嗡声;v.作嗡嗡声,嗡嗡作响,逼近",4级单词
bypass,"n.旁路;vt.设旁路,迂回",4级单词
cabbage,"n.[植]甘蓝,卷心菜",4级单词
cabin,"n.小屋,船舱",4级单词
cabinet,"n.(有抽屉或格子的)橱柜,<美>内阁;adj.<美>内阁的,小巧的",4级单词
cable,"n.电缆,海底电报,缆,索;v.打(海底)电报",4级单词
cafeteria,n.自助餐厅,4级单词
calcium,n.[化]钙(元素符号Ca),4级单词
calculate,"v.计算,考虑,计划,打算;v.<美>以为,认为",4级单词
calculator,"n.计算机,计算器",4级单词
calendar,"n.日历,历法",4级单词
calm,"adj.(天气、海洋等)静的,平静的,镇静的,沉着的;v.(使)平静,(使)镇定,平息",4级单词
calorie,n.卡路里,4级单词
camel,"n.骆驼,[船](打捞用的)浮筒",4级单词
campaign,"n.[军]战役,(政治或商业性)活动,竞选运动;vi.参加活动,从事活动,作战",4级单词
campus,"n.<美>校园,大学教育",4级单词
canal,"n.运河,小道,导管,槽,沟渠;vt.开运河",4级单词
cancel,"vt.取消,删去",4级单词
cancer,"n.癌,毒瘤",4级单词
candidate,"n.候选人,投考者",4级单词
candy,"n.糖果,冰糖;v.蜜饯,糖煮(水果)",4级单词
cane,"n.细长的茎,藤条;vt.以杖击,以藤编制",4级单词
cannon,"n.大炮,加农炮;v.炮轰",4级单词
canon,"n.教会法教规,教规,(基督教的)正典圣经(简称正经),一个作家的真作;日本佳能公司",4级单词
canvas,v.彻底讨论探究;n.帆布,4级单词
capable,"adj.有能力的,能干的,有可能的,可以...的",4级单词
capacity,"n.容量,生产量,容量,智能,才能,能力,接受力,地位",4级单词
cape,"n.海角,岬",4级单词
capsule,"n.(植物)蒴果,胶囊,瓶帽,太空舱",4级单词
caption,"n.标题，说明,字幕;vt.加上标题,加上说明",4级单词
captive,"n.俘虏,被美色或爱情迷住的人;adj.被俘的,被迷住的",4级单词
capture,"n.捕获,战利品;vt.俘获,捕获,夺取",4级单词
carbon,"n.[化]碳(元素符号C),(一张)复写纸",4级单词
cardinal,"n.枢机主教,红衣主教;adj.主要的,最重要的",4级单词
career,"n.(原意：道路,轨道)事业,生涯,速度",4级单词
cargo,"n.船货,(车、船、飞机等运输的)货物",4级单词
carpenter,n.木匠,4级单词
carpet,n.地毯,4级单词
carriage,"n.马车,客车,运费,姿态,（机械）车架",4级单词
carrier,"n.运送者,邮递员,带菌者,(自行车等)行李架,搬运器,航空母舰;n.[电]载波（信号）",4级单词
carrot,n.胡萝卜,4级单词
cart,"n.大车,手推车;vt.用车装载",4级单词
cartoon,"n.(报刊上的)政治性漫画,讽刺画,卡通画,漫画(常有解说词);v.画漫画;n.卡通片,动画片",4级单词
carve,"v.雕刻,切开",4级单词
cash,n.现金;vt.兑现,4级单词
cashier,"n.(商店等的)出纳员,(银行或公司的)司库",4级单词
cassette,"n.盒子,盒式磁带",4级单词
